SequenceName,ClusterNumber,type,date
13-00212,-1,D8,2013-05-06
13-00214,125,D8,2013-05-07
13-00209,125,D8,2013-05-07
13-00213,-1,D8,2013-05-07
13-00223,-1,D8,2013-05-08
13-00226,126,D8,2013-05-09
13-00222,126,D8,2013-05-09
13-00230,127,D8,2013-05-13
13-00228,127,D8,2013-05-13
13-00247,128,D8,2013-05-15
13-00250,128,D8,2013-05-15
13-00259,128,D8,2013-05-15
13-00251,128,D8,2013-05-15
13-00249,-1,D8,2013-05-15
13-00248,129,D8,2013-05-16
13-00262,129,D8,2013-05-16
13-00263,129,D8,2013-05-16
13-00258,129,D8,2013-05-16
13-00257,130,D8,2013-05-16
13-00260,130,D8,2013-05-16
13-00301,-1,D8,2013-05-17
13-00305,131,D8,2013-05-18
13-00307,131,D8,2013-05-18
13-00306,132,D8,2013-05-19
13-00302,132,D8,2013-05-19
13-00304,-1,D8,2013-05-20
13-00297,133,D8,2013-05-21
13-00318,133,D8,2013-05-21
13-00320,-1,D8,2013-05-21
13-00315,-1,D8,2013-05-22
13-00341,134,D8,2013-05-23
13-00332,134,D8,2013-05-23
13-00329,134,D8,2013-05-23
13-00339,134,D8,2013-05-23
13-00330,-1,D8,2013-05-24
13-00351,135,D8,2013-05-27
13-00338,135,D8,2013-05-27
13-00340,-1,D8,2013-05-27
13-00371,136,D8,2013-05-28
13-00342,136,D8,2013-05-28
13-00372,137,D8,2013-05-29
13-00350,137,D8,2013-05-29
13-00349,137,D8,2013-05-29
13-00360,137,D8,2013-05-29
13-00369,-1,D8,2013-05-29
13-00355,138,D8,2013-05-30
13-00361,138,D8,2013-05-30
13-00362,138,D8,2013-05-30
13-00354,138,D8,2013-05-30
13-00366,139,D8,2013-05-31
13-00373,139,D8,2013-05-31
13-00365,-1,D8,2013-05-31
13-00379,-1,D8,2013-06-02
13-00381,140,D8,2013-06-03
13-00377,140,D8,2013-06-03
13-00382,140,D8,2013-06-03
13-00388,140,D8,2013-06-03
13-00374,141,D8,2013-06-03
13-00432,141,D8,2013-06-03
24-00437,142,D8,2024-03-15
23-00392,142,D8,2023-05-31
23-00303,142,D8,2023-05-12
23-00277,142,D8,2023-04-26
23-00276,142,D8,2023-04-26
23-00229,142,D8,2023-04-14
17-01023,142,D8,2017-08-31
16-00655,142,D8,2016-09-27
16-00613,142,D8,2016-09-16
16-00584,142,D8,2016-08-31
16-00574,142,D8,2016-08-28
16-00567,142,D8,2016-08-17
16-00566,142,D8,2016-08-17
16-00544,142,D8,2016-08-10
16-00528,142,D8,2016-08-08
16-00519,142,D8,2016-08-03
16-00522,142,D8,2016-08-03
16-00508,142,D8,2016-08-01
16-00509,142,D8,2016-08-01
16-00516,142,D8,2016-07-29
16-00517,142,D8,2016-07-29
16-00495,142,D8,2016-07-27
16-00479,142,D8,2016-07-23
16-00481,142,D8,2016-07-23
16-00478,142,D8,2016-07-22
16-00444,142,D8,2016-07-08
16-00440,142,D8,2016-07-06
16-00436,142,D8,2016-07-05
16-00428,142,D8,2016-07-02
16-00420,142,D8,2016-06-28
16-00418,142,D8,2016-06-27
16-00421,142,D8,2016-06-27
16-00407,142,D8,2016-06-26
16-00409,142,D8,2016-06-26
16-00429,142,D8,2016-06-22
16-00381,142,D8,2016-06-18
16-00383,142,D8,2016-06-17
16-00382,142,D8,2016-06-17
16-00402,142,D8,2016-06-17
16-00403,142,D8,2016-06-17
16-00371,142,D8,2016-06-16
16-00392,142,D8,2016-06-16
16-00046,142,D8,2016-02-06
16-00045,142,D8,2016-02-06
15-00733,142,D8,2015-03-25
14-00052,142,D8,2014-02-12
14-00055,142,D8,2014-02-08
13-00855,142,D8,2013-11-22
13-00841,142,D8,2013-11-20
13-00808,142,D8,2013-10-29
13-00772,142,D8,2013-10-20
13-00763,142,D8,2013-10-02
13-00744,142,D8,2013-10-01
13-00764,142,D8,2013-10-01
13-00742,142,D8,2013-10-01
13-00743,142,D8,2013-09-30
13-00733,142,D8,2013-09-24
13-00720,142,D8,2013-09-23
13-00721,142,D8,2013-09-20
13-00709,142,D8,2013-09-20
13-00711,142,D8,2013-09-19
13-00697,142,D8,2013-09-16
13-00704,142,D8,2013-09-16
13-00708,142,D8,2013-09-11
13-00696,142,D8,2013-09-10
13-00701,142,D8,2013-09-09
13-00700,142,D8,2013-09-09
13-00683,142,D8,2013-09-04
13-00689,142,D8,2013-08-31
13-00698,142,D8,2013-08-25
13-00667,142,D8,2013-08-20
13-00661,142,D8,2013-08-16
13-00645,142,D8,2013-08-09
13-00643,142,D8,2013-08-09
13-00633,142,D8,2013-08-05
13-00634,142,D8,2013-08-05
13-00624,142,D8,2013-07-26
13-00616,142,D8,2013-07-25
13-00619,142,D8,2013-07-24
13-00599,142,D8,2013-07-23
13-00605,142,D8,2013-07-20
13-00597,142,D8,2013-07-19
13-00567,142,D8,2013-07-11
13-00566,142,D8,2013-07-10
13-00534,142,D8,2013-07-04
13-00532,142,D8,2013-07-03
13-00522,142,D8,2013-07-02
13-00521,142,D8,2013-07-02
13-00523,142,D8,2013-07-02
13-00524,142,D8,2013-07-02
13-00551,142,D8,2013-07-01
13-00489,142,D8,2013-06-28
13-00490,142,D8,2013-06-28
13-00491,142,D8,2013-06-27
13-00482,142,D8,2013-06-26
13-00470,142,D8,2013-06-25
13-00479,142,D8,2013-06-25
13-00475,142,D8,2013-06-24
13-00466,142,D8,2013-06-23
13-00467,142,D8,2013-06-23
13-00468,142,D8,2013-06-21
13-00460,142,D8,2013-06-20
13-00454,142,D8,2013-06-19
13-00447,142,D8,2013-06-17
13-00442,142,D8,2013-06-17
13-00455,142,D8,2013-06-17
13-00426,142,D8,2013-06-14
13-00437,142,D8,2013-06-14
13-00429,142,D8,2013-06-13
13-00421,142,D8,2013-06-13
13-00453,142,D8,2013-06-13
13-00424,142,D8,2013-06-12
13-00422,142,D8,2013-06-12
13-00425,142,D8,2013-06-12
13-00423,142,D8,2013-06-12
13-00412,142,D8,2013-06-11
13-00416,142,D8,2013-06-11
13-00413,142,D8,2013-06-10
13-00414,142,D8,2013-06-10
13-00438,142,D8,2013-06-10
13-00399,142,D8,2013-06-10
13-00433,142,D8,2013-06-10
13-00403,142,D8,2013-06-10
13-00439,142,D8,2013-06-09
13-00398,142,D8,2013-06-08
13-00391,142,D8,2013-06-07
13-00393,142,D8,2013-06-07
13-00409,142,D8,2013-06-07
13-00406,142,D8,2013-06-07
13-00405,142,D8,2013-06-07
13-00396,142,D8,2013-06-06
13-00389,142,D8,2013-06-05
13-00385,142,D8,2013-06-05
13-00383,142,D8,2013-06-05
13-00418,142,D8,2013-06-04
13-00419,142,D8,2013-06-04
